CK	D	LN	LP	
LD29	1.31E-07	1.95E-07	0.011341834	1.65E-07
Candidatus_Xiphinematobacter	0.03677534	0.132326323	1.87E-07	0.009350385
Candidatus_Udaeobacter	0.021743356	0.097694697	0.058207146	0.081831471
Chthoniobacter	0.142528406	7.68E-07	0.176105893	0.332907356
Luteolibacter	0.215990218	1.88E-07	0.103953541	0.402797383
Tumebacillus	0.024938105	0.073742842	1.85E-07	6.03E-07
Psychrobacillus	2.03E-07	2.00E-07	2.09E-07	2.03E-07
Lysinibacillus	NA	2.00E-07	2.23E-07	2.00E-07
Solibacillus	7.54E-07	2.00E-07	2.14E-07	2.00E-07
Bacillus	0.103448588	1.62E-07	0.016438042	0.021725633
Lactobacillus	9.52E-07	1.09E-06	1.56E-07	9.23E-07
Enterococcus	1.51E-07	9.62E-07	8.22E-07	8.49E-07
Clostridium_sensu_stricto_13	0.09983244	1.82E-07	0.094818268	0.076675376
Clostridium_sensu_stricto_1	0.054120504	1.27E-06	0.098007645	0.05113032
Lutispora	7.27E-07	1.86E-07	0.054343507	0.119822362
S085	5.02E-07	6.50E-07	0.00926626	0.025447664
Anaerolinea	0.094012197	1.75E-07	2.21E-07	1.05E-06
Gitt.GS.136	1.47E-07	6.60E-07	0.036221617	0.048769659
KD4.96	0.07909797	1.03E-06	1.68E-06	1.62E-07
Herpetosiphon	0.169564399	7.59E-07	0.051266399	1.80E-07
AKYG1722	0.19893892	0.158077128	2.17E-07	0.004940954
JG30.KF.CM45	0.026780591	1.56E-07	0.00016288	2.39E-07
TK10	7.33E-07	1.84E-07	0.030490009	4.29E-07
Roseisolibacter	6.27E-07	2.95E-07	0.076444273	0.125499502
Gemmatimonas	0.034782193	1.86E-06	1.31E-06	0.05419666
S0134_terrestrial_group	0.073007303	1.76E-07	2.22E-07	5.65E-07
Shimazuella	0.090387088	0.220296163	1.38E-07	0.108482045
Planifilum	7.32E-07	8.99E-07	2.18E-07	7.67E-08
Desulfosporosinus	6.39E-07	2.04E-07	0.080927668	1.54E-07
Cohnella	7.54E-07	1.97E-07	1.05E-06	0.066541759
Paenibacillus	1.02E-06	1.24E-07	0.0282602	0.021820564
Thermobacillus	1.91E-07	2.00E-07	2.15E-07	1.86E-07
Hydrogenispora	2.00E-07	2.02E-07	2.08E-07	2.06E-07
Herbinix	0.174541587	1.19E-06	0.010165763	1.00E-06
