CK	D	LN	LP	
Dongia	1.40E-07	0.275955548	0.160412799	0.127355952
Skermanella	0.009530002	0.392293614	3.04E-07	0.351124982
Hyphomicrobium	1.51E-07	0.207445156	0.256523881	0.277123657
Pedomicrobium	0.229448844	0.103060279	0.388392365	0.3419806
Nordella	0.152884224	8.81E-07	0.282050267	0.375934628
Devosia	0.414321569	0.024686284	0.390346939	0.267589345
Rhodoplanes	0.158689847	7.53E-07	5.75E-07	0.135326959
Pseudolabrys	0.042055546	0.230886295	0.260194873	0.18476886
Phenylobacterium	0.174454999	0.243322802	0.208924611	0.263856746
Caulobacter	0.212436618	0.263456941	0.146612234	8.00E-07
Microvirga	6.19E-07	0.198469787	6.50E-07	0.454017109
alphaI_cluster	0.282913883	0.354064933	0.193889111	0.252832114
Bosea	0.232072559	0.13972827	0.017049158	0.17466316
Methylobacterium.Methylorubrum	1.39E-07	0.159728142	0.133752756	0.124728213
Bradyrhizobium	0.010643147	0.594525946	1.40E-06	0.127069829
Afipia	8.93E-07	0.378381362	1.68E-06	0.24687589
Rhodopseudomonas	0.12552632	0.257625174	6.79E-07	0.362982313
Methyloligellaceae	0.021655137	0.193195598	0.146963695	0.26609471
Mesorhizobium	0.584007321	0.417140387	0.158158571	0.453408834
Phyllobacterium	0.350290582	0.329857227	9.76E-07	0.325078301
Amaricoccus	0.216326459	7.16E-07	0.220397817	0.181531837
Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium	0.427609747	1.37E-07	0.268759548	0.303348158
bacteriap25	3.36E-07	0.225852765	0.245955279	0.201935198
RCP2.54	0.040582535	3.44E-07	0.191509478	0.074858517
WD2101_soil_group	1.22E-07	7.33E-07	0.153199285	0.193259307
Gemmata	3.04E-07	0.053027837	1.54E-06	0.182071624
Singulisphaera	0.002901043	0.307047163	9.61E-07	0.126470118
Pirellula	1.22E-07	9.45E-07	1.74E-06	0.145231617
Rokubacteriales	1.34E-06	1.43E-07	0.201867736	0.090939754
WX65	0.173719705	1.59E-07	0.14772268	0.190125192
Nitrospira	0.094301334	0.161524492	0.235438845	0.114503509
Subgroup_10	0.242413955	1.29E-06	0.238416681	0.100128971
Subgroup_7	0.123744105	0.005283023	0.321781634	0.16525623
Subgroup_25	0.184898703	5.52E-07	0.209336419	0.264407835
Vicinamibacteraceae	1.53E-06	9.16E-07	0.145352182	0.402234871
Luteitalea	0.132351425	0.063943621	0.100450538	0.337759067
Subgroup_11	9.03E-07	0.023135392	0.212460488	0.187516202
AKAU4049	0.166327193	1.03E-06	0.398656263	0.226515552
Subgroup_5	0.08686514	0.108168656	0.27842082	0.305074044
Rubrobacter	0.093795871	0.194050334	0.234211341	0.193469519
MB.A2.108	5.21E-07	1.35E-07	0.366325735	0.143588155
Nonomuraea	3.04E-07	1.65E-07	0.304239498	0.355423476
Streptosporangium	0.176534478	1.31E-07	0.013081202	0.298362287
Glycomyces	0.105610298	0.026407377	0.24002023	0.102600583
Marmoricola	0.055566376	1.77E-06	0.238809885	0.161338381
Nocardioides	0.167503388	1.83E-06	0.173509071	0.172536179
Aeromicrobium	2.48E-07	9.48E-07	0.237834594	0.15753224
Microlunatus	1.03E-06	0.241539649	0.173232526	0.314095205
Kribbella	0.192925461	0.278839498	0.324377711	5.12E-07
Catenulispora	0.201330976	0.129562813	0.272526176	0.402369316
Actinospica	0.597949781	0.253562024	0.548692988	0.417386788
Micromonospora	NA	NA	NA	1.96E-07
Catellatospora	0.097070013	0.132506198	0.194430021	0.202103834
Rhizocola	1.54E-07	0.080881348	0.265783063	1.36E-07
Actinoplanes	1.47E-07	9.40E-07	4.79E-07	3.17E-07
Dactylosporangium	0.162745094	1.11E-06	0.210646615	0.092117876
Amycolatopsis	0.10717286	1.05E-06	0.285363677	0.072177904
Saccharothrix	0.058727715	0.230685552	0.134142796	0.11029971
Kibdelosporangium	0.2404357	3.73E-07	6.81E-07	0.148483282
Lechevalieria	0.360172002	2.55E-07	1.28E-07	0.349678501
Pseudonocardia	0.029078429	3.97E-07	0.323080334	0.136990763
Saccharopolyspora	0.057560121	3.04E-07	0.208456137	0.240737448
Umezawaea	0.179438117	7.76E-07	0.061105677	6.69E-07
Geodermatophilus	1.60E-07	4.68E-07	0.13647582	0.012032756
Nakamurella	0.162340894	0.114693036	0.04160634	1.42E-07
Blastococcus	5.09E-07	1.74E-06	0.478722714	0.112606835
Streptomyces	0.075801197	0.09109831	0.185447941	0.112366848
Kitasatospora	9.04E-07	0.080387285	1.81E-07	0.324034476
Actinocorallia	1.62E-07	0.091011115	0.284681093	6.51E-07
Leifsonia	0.049037684	1.45E-07	2.18E-07	1.77E-06
Agromyces	0.019786667	3.04E-07	0.147595002	0.040339051
Microbacterium	0.151098134	0.070706659	1.66E-06	0.015315005
Cellulomonas	2.64E-07	0.192896916	3.04E-07	7.12E-07
Promicromonospora	0.045273324	5.42E-07	0.219282982	1.65E-07
Paenarthrobacter	0.340210616	0.146449453	0.40062695	0.275639078
Terrabacter	0.110537672	0.105752148	5.38E-07	0.225136323
Phycicoccus	1.26E-07	0.260145599	1.21E-07	0.097562772
Nocardia	0.009179708	0.160148309	0.370730913	0.249771633
Mycobacterium	6.47E-07	0.067755316	0.38291903	0.181346515
Rhodococcus	6.40E-07	1.23E-07	1.02E-06	1.49E-07
X0319.7L14	0.142833521	0.15286019	0.307144013	0.250672796
Ilumatobacter	0.041128375	1.76E-06	0.344440648	0.046835092
Iamia	1.76E-06	0.030643198	0.365084786	0.030797414
IMCC26256	1.25E-07	0.011385697	0.121135492	0.130696786
Conexibacter	8.25E-07	2.69E-07	0.472693549	0.079770295
Solirubrobacter	0.056820754	1.22E-07	0.367013436	0.094230746
X67.14	0.096091852	2.03E-07	0.401435851	0.067163928
Gaiella	0.203598009	0.069048328	0.403338597	0.102015305
Aridibacter	1.04E-06	0.089246588	0.083494373	0.333711836
RB41	0.02050122	1.34E-07	1.61E-07	0.350538208
X11.24	0.02650333	0.071653457	1.81E-06	0.202897303
possible_genus_04	3.04E-07	0.236519446	1.62E-07	0.012807153
Nostoc_PCC.7524	1.33E-07	0.282813978	1.32E-07	0.214986416
Nostoc_PCC.73102	1.65E-06	0.128241074	5.30E-07	0.332393618
Entotheonellaceae	1.64E-06	0.272480178	0.03704908	0.15138381
Chryseolinea	0.120795026	1.49E-07	0.017365906	0.066361374
Mucilaginibacter	0.192620663	1.68E-07	0.105833266	0.062296466
Pedobacter	0.051416948	0.082075877	4.63E-07	0.192381353
Arcticibacter	0.320486014	0.069972027	0.234591275	0.096946756
Niastella	0.391669035	0.291291509	0.202783419	0.310696666
Flavitalea	3.58E-07	1.42E-07	2.86E-07	0.360696536
Puia	0.196460887	6.86E-07	0.116704018	0.170761202
Segetibacter	0.048989589	0.276863775	0.207359863	0.088153927
Terrimonas	0.228748008	1.50E-07	0.253483268	0.026729366
Flavisolibacter	0.095334304	1.53E-07	0.243602227	0.320437471
Flaviaesturariibacter	0.076839779	0.174854596	0.035934894	1.73E-06
Chitinophaga	0.162628744	0.051593795	0.122547553	1.05E-06
Aurantisolimonas	1.45E-06	0.101120349	0.254459555	1.25E-07
Bacteroides	0.000333354	0.000331356	1.96E-07	1.14E-06
Adhaeribacter	1.45E-06	0.180998413	0.169796368	0.20952046
Bryobacter	1.40E-06	0.158319827	1.31E-07	0.479757754
Candidatus_Solibacter	1.41E-07	0.178513802	0.070065676	0.241591962
Ellin517	7.91E-07	1.73E-06	1.35E-07	0.171005027
Pedosphaeraceae	1.41E-07	0.063832153	0.083372704	0.003166731
LD29	0.179261683	1.58E-07	0.059510467	0.475386967
Candidatus_Xiphinematobacter	0.130796483	0.005958502	2.11E-07	0.313481892
Candidatus_Udaeobacter	1.32E-07	0.047254139	0.089251805	0.237254825
Chthoniobacter	0.005022943	0.101221717	0.11154461	0.397476697
Luteolibacter	0.291646751	3.04E-07	0.069563226	0.164701235
Tumebacillus	1.30E-07	0.068918214	1.46E-06	0.186406418
Psychrobacillus	1.50E-07	0.211764425	0.121945105	0.232110307
Lysinibacillus	8.86E-07	1.83E-06	4.57E-07	0.017735091
Solibacillus	7.75E-07	0.076720042	0.029189583	0.23242275
Bacillus	0.040959507	0.006121021	0.145266968	0.40719306
Lactobacillus	1.96E-07	1.89E-07	0.059771009	2.09E-07
Enterococcus	2.01E-07	0.000336119	7.39E-07	0.105761594
Clostridium_sensu_stricto_13	1.71E-06	0.389499347	8.19E-07	0.125354346
Clostridium_sensu_stricto_1	3.04E-07	0.425354786	0.120517923	0.154564693
Lutispora	1.56E-07	0.275247944	0.171721547	0.251709792
S085	0.046800149	0.073734298	0.106172716	0.309882172
Anaerolinea	2.00E-07	1.17E-06	0.286996072	0.291526322
Gitt.GS.136	0.009849306	4.61E-07	0.217177653	0.197045716
KD4.96	1.46E-07	0.009454945	0.295903948	0.276962593
Herpetosiphon	0.304864334	0.101526884	1.63E-07	0.042287376
AKYG1722	0.074583609	0.389561634	0.210059934	0.177376383
JG30.KF.CM45	1.70E-07	0.090763255	3.04E-07	0.14815241
TK10	1.02E-06	0.05346238	0.368441581	0.339566579
Roseisolibacter	0.09549181	0.065264571	0.440576239	0.005566977
Gemmatimonas	3.04E-07	0.019628828	0.320001361	0.136639686
S0134_terrestrial_group	1.52E-06	0.229736571	0.313604685	0.243548045
Shimazuella	3.04E-07	0.144225962	0.008304659	0.22519225
Planifilum	1.55E-07	0.098770876	1.36E-07	1.80E-06
Desulfosporosinus	1.84E-06	1.57E-07	0.160049859	0.087239286
Cohnella	8.72E-07	0.072115278	1.40E-07	0.191739072
Paenibacillus	0.069217193	0.105450614	0.32194653	0.359925724
Thermobacillus	0.066806258	0.065608052	0.021960114	0.218592785
Hydrogenispora	0.106651411	1.71E-06	0.149906658	1.62E-07
Herbinix	1.50E-07	0.17069105	0.122763075	0.237633104
